Report Date,Country,Prouduct Barcode,Flipkart ProductID,Flipkart ProductName,Category Level1,Category Level2,Category Level3,Category Level4,Site,Number Of offers,Sku Id,Brand,Product Name,Size,Color,Other Variants,Currency,Was_Price,Now Price,Discount,Shipping Cost,Product Availability,Stock Information,Seller Name,Buybox Flag,Seller Type,Min Price Flag,Limited_Stock_Info,Warranty,Warranty Period,Product Condition,Product InputUrl,Product Output Url,Timestamp,Extract Date,Category from site1,Category from site2,Category from site3,Category from site4,Category from site5,Category from site6,Fulfillment,Extra2,Extra3,Extra4
2021-12-03,Egypt,,,,,,,,Amazon.eg,0,B08DMTKZ4F,SAMSUNG, Samsung 58 Inch LED Smart TV Grey - UA58TU7000UXZN ,,,,EGP,,,,,No,0,,1,,,Currently unavailable.,,,,https://www.amazon.eg/-/en/Samsung-Inch-Smart-Grey-UA58TU7000UXZN/dp/B08DMTKZ4F?ref=SQEG-WEB-DP301,,2021-12-03 11:01,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs OOS (Without price),150_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,0,B08X66XCDT,SAMSUNG," Samsung 58 Inch 4K Ultra HD Smart LED TV with Built-in Receiver"","" Black - UA58TU7000UXEG ",58 Inch,,,EGP,,,,,No,0,,1,,,Currently unavailable.,,,,https://www.amazon.eg/-/en/Samsung-Ultra-Smart-Built-Receiver/dp/B08X66XCDT?ref=SQEG-WEB-DP301,,2021-12-03 11:03,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs OOS (Without price),1_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,0,B08BKHRN43,LG," LG UHD 4K TV 49 Inch UN73 Series"","" 4K Active HDR WebOS Smart AI ThinQ - 49UN7340PVC ",,,,EGP,,,,,No,0,,1,,,Currently unavailable.,,,,https://www.amazon.eg/-/en/LG-Active-WebOS-Smart-ThinQ/dp/B08BKHRN43?ref=SQEG-WEB-DP301,,2021-12-03 11:03,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs OOS (Without price),168_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,0,B098WSD57W,Sony," Sony 32 Inch LED Full HD Smart TV"","" Black - KDL-32W600D ",32 inches,,,EGP,,,,,No,0,,1,,,Currently unavailable.,,,,https://www.amazon.eg/-/en/Sony-Inch-Full-Smart-Black/dp/B098WSD57W?ref=SQEG-WEB-DP301,,2021-12-03 11:03,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs OOS (Without price),91_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B091NXBH6P,Kamena, Kamena Bath and Shower Foam With Herbal 2 liters ,2 Liters,,,EGP,112,94.95,17.05,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P/ref=sr_1_1?dchild=1&keywords=Kamena+Herbal+Bath+%26+Shower+Foam+-+2+Liter&qid=1633498213&sr=8-1,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P,2021-12-03 11:03,2021-12-03,Beauty,Bath & Body,Cleansers,Shower Gels,,,,Valid URLs,211_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B091NXBH6P,Kamena, Kamena Bath and Shower Foam With Herbal 2 liters ,2 Liters,,,EGP,,133.99,,21,Yes,0,Emanpharmacies,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P/ref=sr_1_1?dchild=1&keywords=Kamena+Herbal+Bath+%26+Shower+Foam+-+2+Liter&qid=1633498213&sr=8-1,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P,2021-12-03 11:03,2021-12-03,Beauty,Bath & Body,Cleansers,Shower Gels,,,,Valid URLs,211_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B091NXBH6P,Kamena, Kamena Bath and Shower Foam With Herbal 2 liters ,2 Liters,,,EGP,,146.99,,21,Yes,0,Dr-Eman-Khatab-pharmacy,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P/ref=sr_1_1?dchild=1&keywords=Kamena+Herbal+Bath+%26+Shower+Foam+-+2+Liter&qid=1633498213&sr=8-1,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P,2021-12-03 11:03,2021-12-03,Beauty,Bath & Body,Cleansers,Shower Gels,,,,Valid URLs,211_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B091NXBH6P,Kamena, Kamena Bath and Shower Foam With Herbal 2 liters ,2 Liters,,,EGP,,150,,21,Yes,0,original-shopping,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P/ref=sr_1_1?dchild=1&keywords=Kamena+Herbal+Bath+%26+Shower+Foam+-+2+Liter&qid=1633498213&sr=8-1,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P,2021-12-03 11:03,2021-12-03,Beauty,Bath & Body,Cleansers,Shower Gels,,,,Valid URLs,211_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B091NXBH6P,Kamena, Kamena Bath and Shower Foam With Herbal 2 liters ,2 Liters,,,EGP,,189,,21,Yes,0,Costcoo,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P/ref=sr_1_1?dchild=1&keywords=Kamena+Herbal+Bath+%26+Shower+Foam+-+2+Liter&qid=1633498213&sr=8-1,https://www.amazon.eg/-/en/Kamena-Bath-Shower-Herbal-liters/dp/B091NXBH6P,2021-12-03 11:03,2021-12-03,Beauty,Bath & Body,Cleansers,Shower Gels,,,,Valid URLs,211_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B098WSG842,Duralex," Duralex Glass Pyrex Oval Cookware"","" Set of 3 - Clear ",,,,EGP,,440,,21,Yes,2,elaraby megahed,1,BuyBox,1,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842/ref=sr_1_2?dchild=1&keywords=Duralex+Oval+Oven&qid=1633546214&sr=8-2,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842,2021-12-03 11:03,2021-12-03,Home & Kitchen,Kitchen,Cookware,Pots & Pans,Sets,,,Valid URLs,352_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B098WSG842,Duralex," Duralex Glass Pyrex Oval Cookware"","" Set of 3 - Clear ",,,,EGP,,440,,21,Yes,0,المتجرالذهبي1,0,Market Place,1,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842/ref=sr_1_2?dchild=1&keywords=Duralex+Oval+Oven&qid=1633546214&sr=8-2,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842,2021-12-03 11:03,2021-12-03,Home & Kitchen,Kitchen,Cookware,Pots & Pans,Sets,,,Valid URLs,352_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B098WSG842,Duralex," Duralex Glass Pyrex Oval Cookware"","" Set of 3 - Clear ",,,,EGP,,550,,21,Yes,0,smart2home,0,Market Place,0,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842/ref=sr_1_2?dchild=1&keywords=Duralex+Oval+Oven&qid=1633546214&sr=8-2,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842,2021-12-03 11:03,2021-12-03,Home & Kitchen,Kitchen,Cookware,Pots & Pans,Sets,,,Valid URLs,352_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,4,B098WSG842,Duralex," Duralex Glass Pyrex Oval Cookware"","" Set of 3 - Clear ",,,,EGP,,550,,21,Yes,0,Smart1Home,0,Market Place,0,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842/ref=sr_1_2?dchild=1&keywords=Duralex+Oval+Oven&qid=1633546214&sr=8-2,https://www.amazon.eg/-/en/Duralex-Glass-Pyrex-Oval-Cookware/dp/B098WSG842,2021-12-03 11:03,2021-12-03,Home & Kitchen,Kitchen,Cookware,Pots & Pans,Sets,,,Valid URLs,352_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,1,B086Q2RLC3,Gimoka," Gimoka Selection"","" Intenso Italian Roasted Beans Coffee"","" Coffee Blend"","" Strong Flavour (Pack of 1) 500GR ",,,,EGP,,113,,0,Yes,30,DMC-Group,1,BuyBox,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Gimoka-Selection-Intenso-Italian-Roasted/dp/B086Q2RLC3/ref=sr_1_11?dchild=1&keywords=Gimoka+Coffee&qid=1633552606&sr=8-11,https://www.amazon.eg/-/en/Gimoka-Selection-Intenso-Italian-Roasted/dp/B086Q2RLC3,2021-12-03 11:02,2021-12-03,Grocery,"Coffee"","" Tea & Beverages",Coffee & Espresso,Ground Coffee,,,Amazon.eg,Valid URLs,422_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,171,162,9,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,,166,,21,Yes,0,HomeGoods01,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,,185,,21,Yes,0,Le3ab Store,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,,195,,21,Yes,0,Royal-Plus,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,,215.99,,21,Yes,0,Dr-Eman-Khatab-pharmacy,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,,222.99,,21,Yes,0,Emanpharmacies,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,,265,,21,Yes,0,United commercial services,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,8,B08WJL2TT2,Pampers," Pampers Diapers Baby Dry Junior Size 5"","" 58 Pieces ",,,,EGP,,287,,21,Yes,0,Oreflamm,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2/ref=sr_1_2?dchild=1&keywords=Pampers+baby+Dry+Diapers+5&qid=1633553476&sr=8-2,https://www.amazon.eg/-/en/Pampers-Diapers-Baby-Junior-Pieces/dp/B08WJL2TT2,2021-12-03 11:02,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,395_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,2,B08X6N7CNR,SAMSUNG, Samsung 43 Inch 4K Ultra HD Smart LED TV with Built-in Receiver - UA43TU7000UXEG ,43 inches,Titan Gray,,EGP,,,,,No,0,,1,BuyBox,,,No,,,https://www.amazon.eg/-/en/Samsung-Ultra-Smart-Built-Receiver/dp/B08X6N7CNR?ref=SQEG-WEB-DP301,https://www.amazon.eg/-/en/Samsung-Ultra-Smart-Built-Receiver/dp/B08X6N7CNR,2021-12-03 11:04,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs OOS (Without price),23_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,2,B08X6N7CNR,SAMSUNG, Samsung 43 Inch 4K Ultra HD Smart LED TV with Built-in Receiver - UA43TU7000UXEG ,43 inches,Titan Gray,,EGP,,7699,,21,Yes,0,MEGA-Store,1,BuyBox,1,,No,,New,https://www.amazon.eg/-/en/Samsung-Ultra-Smart-Built-Receiver/dp/B08X6N7CNR?ref=SQEG-WEB-DP301,https://www.amazon.eg/-/en/Samsung-Ultra-Smart-Built-Receiver/dp/B08X6N7CNR,2021-12-03 11:04,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs,23_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,0,B07XQP1L9V,Colavita," Colavita Extra Virgin Olive Oil"","" 750 ml ",,,,EGP,,,,,No,0,,1,,,Currently unavailable.,,,,https://www.amazon.eg/-/en/Colavita-Extra-Virgin-Olive-Oil/dp/B07XQP1L9V/ref=sr_1_1?dchild=1&keywords=colavita+extra+virgin+olive+oil+-+750ml&qid=1633592266&sr=8-1,,2021-12-03 11:04,2021-12-03,Grocery,Snacks & Sweets,,,,,,Valid URLs OOS (Without price),236_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07BQQQ4BB,Pampers," Pampers Premium Care Diapers Size 5"","" 11-25 Kg "","" 60 diapers ",,,,EGP,,178.25,1.7,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-Junior-11-25/dp/B07BQQQ4BB/ref=sr_1_2?dchild=1&keywords=Pampers+Premium+Care+5&qid=1633553535&sr=8-2,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-11-25-diapers/dp/B07BQQQ4BB,2021-12-03 11:04,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,396_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07BQQQ4BB,Pampers," Pampers Premium Care Diapers Size 5"","" 11-25 Kg "","" 60 diapers ",,,,EGP,,180,,21,Yes,0,maentworth,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-Junior-11-25/dp/B07BQQQ4BB/ref=sr_1_2?dchild=1&keywords=Pampers+Premium+Care+5&qid=1633553535&sr=8-2,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-11-25-diapers/dp/B07BQQQ4BB,2021-12-03 11:04,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,396_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07BQQQ4BB,Pampers," Pampers Premium Care Diapers Size 5"","" 11-25 Kg "","" 60 diapers ",,,,EGP,,220,,0,Yes,0,ZokaEgypt,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-Junior-11-25/dp/B07BQQQ4BB/ref=sr_1_2?dchild=1&keywords=Pampers+Premium+Care+5&qid=1633553535&sr=8-2,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-11-25-diapers/dp/B07BQQQ4BB,2021-12-03 11:04,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,396_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07BQQQ4BB,Pampers," Pampers Premium Care Diapers Size 5"","" 11-25 Kg "","" 60 diapers ",,,,EGP,,229,,21,Yes,0,Le3ab Store,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-Junior-11-25/dp/B07BQQQ4BB/ref=sr_1_2?dchild=1&keywords=Pampers+Premium+Care+5&qid=1633553535&sr=8-2,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-11-25-diapers/dp/B07BQQQ4BB,2021-12-03 11:04,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,396_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07BQQQ4BB,Pampers," Pampers Premium Care Diapers Size 5"","" 11-25 Kg "","" 60 diapers ",,,,EGP,,230,,21,Yes,0,[Trust],0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-Junior-11-25/dp/B07BQQQ4BB/ref=sr_1_2?dchild=1&keywords=Pampers+Premium+Care+5&qid=1633553535&sr=8-2,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-11-25-diapers/dp/B07BQQQ4BB,2021-12-03 11:04,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,396_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07BQQQ4BB,Pampers," Pampers Premium Care Diapers Size 5"","" 11-25 Kg "","" 60 diapers ",,,,EGP,,270,,21,Yes,0,Sedos_egy,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-Junior-11-25/dp/B07BQQQ4BB/ref=sr_1_2?dchild=1&keywords=Pampers+Premium+Care+5&qid=1633553535&sr=8-2,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-11-25-diapers/dp/B07BQQQ4BB,2021-12-03 11:04,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,396_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,7,B07BQQQ4BB,Pampers," Pampers Premium Care Diapers Size 5"","" 11-25 Kg "","" 60 diapers ",,,,EGP,,295,,21,Yes,0,United commercial services,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-Junior-11-25/dp/B07BQQQ4BB/ref=sr_1_2?dchild=1&keywords=Pampers+Premium+Care+5&qid=1633553535&sr=8-2,https://www.amazon.eg/-/en/Pampers-Premium-Diapers-11-25-diapers/dp/B07BQQQ4BB,2021-12-03 11:04,2021-12-03,Baby Products,Diaper Changing,Disposable Diapers,,,,,Valid URLs,396_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B08YY31DXG,Tide, Tide Automatic Powder Detergent with Lemon Scent - 2.5 kg ,,,,EGP,,133,,21,Yes,30,ALamirGroup_egy,1,BuyBox,1,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/Tide-Automatic-Powder-Detergent-Lemon/dp/B08YY31DXG/ref=sr_1_4?dchild=1&keywords=Tide+Automatic+lemon&qid=1633628872&sr=8-4,https://www.amazon.eg/-/en/Tide-Automatic-Powder-Detergent-Lemon/dp/B08YY31DXG,2021-12-03 11:04,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,,,,Valid URLs,429_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B08YY31DXG,Tide, Tide Automatic Powder Detergent with Lemon Scent - 2.5 kg ,,,,EGP,,144.84,,21,Yes,0,hotdealsgroup_egy,0,Market Place,0,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/Tide-Automatic-Powder-Detergent-Lemon/dp/B08YY31DXG/ref=sr_1_4?dchild=1&keywords=Tide+Automatic+lemon&qid=1633628872&sr=8-4,https://www.amazon.eg/-/en/Tide-Automatic-Powder-Detergent-Lemon/dp/B08YY31DXG,2021-12-03 11:04,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,,,,Valid URLs,429_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,3,B08YY31DXG,Tide, Tide Automatic Powder Detergent with Lemon Scent - 2.5 kg ,,,,EGP,,209,,21,Yes,0,Life.stylle,0,Market Place,0,Usually ships within 2 to 3 days.,No,,New,https://www.amazon.eg/-/en/Tide-Automatic-Powder-Detergent-Lemon/dp/B08YY31DXG/ref=sr_1_4?dchild=1&keywords=Tide+Automatic+lemon&qid=1633628872&sr=8-4,https://www.amazon.eg/-/en/Tide-Automatic-Powder-Detergent-Lemon/dp/B08YY31DXG,2021-12-03 11:04,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Laundry Detergent,,,,Valid URLs,429_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,1,B007HI43DI,Colavita, Colavita Extra Virgin Olive Oil 250ml ,250 ml,,,EGP,,60,,0,Yes,25,Khaled Khoshala for Industry and Trading,1,BuyBox,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Colavita-Extra-Virgin-Olive-250ml/dp/B007HI43DI/ref=sr_1_1?dchild=1&keywords=colavita+olive+oil+-+250ml&qid=1633592456&sr=8-1,https://www.amazon.eg/-/en/Colavita-Extra-Virgin-Olive-250ml/dp/B007HI43DI,2021-12-03 11:04,2021-12-03,Grocery,Snacks & Sweets,,,,,Amazon.eg,Valid URLs,237_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,2,B08WJMVQK8,Vanish," Vanish Fabric Stain Remover Liquid"","" 900 ml - Set of 2 ",900 ml,,,EGP,,91.82,,0,Yes,10,Amazon.eg,1,BuyBox + Retail Seller,1,In Stock.,No,,New,https://www.amazon.eg/-/en/Vanish-Fabric-Stain-Remover-Liquid/dp/B08WJMVQK8?ref=SQEG-WEB-DP301,https://www.amazon.eg/-/en/Vanish-Fabric-Stain-Remover-Liquid/dp/B08WJMVQK8,2021-12-03 11:04,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Stain Removers,,,,Valid URLs,138_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,2,B08WJMVQK8,Vanish," Vanish Fabric Stain Remover Liquid"","" 900 ml - Set of 2 ",900 ml,,,EGP,,112,,21,Yes,0,ForSale22,0,Market Place,0,In Stock.,No,,New,https://www.amazon.eg/-/en/Vanish-Fabric-Stain-Remover-Liquid/dp/B08WJMVQK8?ref=SQEG-WEB-DP301,https://www.amazon.eg/-/en/Vanish-Fabric-Stain-Remover-Liquid/dp/B08WJMVQK8,2021-12-03 11:04,2021-12-03,Health & Household Products,Home Care & Cleaning,Laundry,Stain Removers,,,,Valid URLs,138_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B08X6JPFMN,SAMSUNG," Samsung 65 Inch 4K Ultra HD Smart LED TV with Built-in Receiver"","" Black - UA65TU7000UXEG ",,Black,,EGP,,,,,No,0,,1,BuyBox,,,No,,,https://www.amazon.eg/-/en/gp/product/B08X6JPFMN/ref=ox_sc_act_title_1?smid=A1H2Z71LWQW9Y1&psc=1,https://www.amazon.eg/-/en/Samsung-Ultra-Smart-Built-Receiver/dp/B08X6JPFMN,2021-12-03 11:03,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs OOS (Without price),152_EGYPT_Amazon.eg,
2021-12-03,Egypt,,,,,,,,Amazon.eg,5,B08X6JPFMN,SAMSUNG," Samsung 65 Inch 4K Ultra HD Smart LED TV with Built-in Receiver"","" Black - UA65TU7000UXEG ",,Black,,EGP,,18999,,21,Yes,0,Krakeep,1,BuyBox,1,,No,,New,https://www.amazon.eg/-/en/gp/product/B08X6JPFMN/ref=ox_sc_act_title_1?smid=A1H2Z71LWQW9Y1&psc=1,https://www.amazon.eg/-/en/Samsung-Ultra-Smart-Built-Receiver/dp/B08X6JPFMN,2021-12-03 11:03,2021-12-03,Electronics,"Home Theater"","" TV & Video",TVs,,,,,Valid URLs,152_EGYPT_Amazon.eg,
